S.No.,Name,CMP Rs.,IV Rs.,Mar Cap Rs.Cr.,OPM %,P/E,CMP / BV,PEG,ROE %,ROA 12M %,ROE 3Yr %,ROE 5Yr %,Sales Var 3Yrs %,Sales Var 5Yrs %,Profit Var 3Yrs %,Profit Var 5Yrs %,ROCE % 
1137,Bengal & Assam,6070,7893.91,6922.17,18.61,8.14,0.68,1.72,7.64,6.81,15.18,14.95,-45.63,-27.76,4.74,7.2,4.22
1138,Energy InfrTrust,76.89,14.42,5105.5,38.24,57.62,5.64,-0.78,0.46,0.06,18.19,9.38,15.04,10.39,-74.33,15.31,4.2
1139,STL Networks,29.34,,1431.88,4.07,,1.66,,-3.54,-1.17,,,,,,,4.19
1140,Jai Corp,113.74,80.61,1996.19,9.2,11.53,1.37,-15.58,4.1,3.32,-1.54,0.38,-10.42,-0.35,-0.74,15.29,4.18
1141,Bharat Coking,33.72,12.84,15703.4,-3.62,122.42,2.72,-2.92,2.1,0.67,17.61,15.83,2.63,15.75,-41.97,16.07,4.18
1142,HEG,653.45,195.54,12610.12,11.93,33.06,2.7,-0.93,2.59,2.03,7.44,6.56,-0.66,0.12,-35.71,92.28,3.96
1143,Tata Chemicals,693.25,222.69,17661.24,12.68,64.92,0.79,-1.62,1.2,1.16,4.87,4.88,5.66,7.53,-40.07,-47.92,3.96
1144,Sunflag Iron,287.1,276.11,5174.1,11.86,23.74,0.61,-2.56,2.33,1.78,3.84,5.26,9.43,15,-9.27,11.98,3.95
1145,Cube Highways,148.58,15.23,19970.19,70.2,997.51,1.88,,-0.68,-0.31,,,,,,,3.91
1146,Maple Inf. Trust,145.6,,10022.49,63.93,,2.36,,-3.9,-1.5,-6.04,-6.3,,31.97,,,3.87
1147,Prince Pipes,262.33,96.78,2900.35,7.18,66.98,1.82,-1.5,2.73,1.92,7.61,12.49,-1.7,9.06,-44.52,-17.77,3.85
1148,Allcargo Logist.,9,,1348,5.25,96.06,1.55,-1.62,2.49,1.16,9.88,14.56,-5.63,16.88,-59.23,-19.94,3.84
1149,Wockhardt,1405.2,56.25,22833.4,15.58,210.12,5,14.16,-1.22,-0.73,-6.96,-0.12,-2.3,1.15,14.84,11.37,3.75
1150,Sammaan Capital,143.53,188.48,16630.4,76.28,12.98,0.53,,-8.66,-2.52,0.96,3.3,-1.17,-8.08,,,3.65
1151,Embassy Off.REIT,432.97,152.9,41040.96,65.33,104.59,1.86,4.61,7.05,3.37,4.25,3.76,10.57,13.48,22.71,17.14,3.64
1152,Hindware Home In,226.23,,1892.33,7.63,97.82,2.51,,-6.46,-1.78,2.1,8.31,3.23,9.36,,,3.62
1153,Ramco Inds.,267.64,480.32,2324.23,12.42,9.14,0.53,-0.58,4.37,3.88,3.42,5.24,4.35,11.23,-15.8,1.85,3.61
1154,New India Assura,163.95,125.75,27018.96,1.53,22.65,0.94,0.31,3.64,0.96,2.35,2.88,6.57,8.87,72.99,-6.32,3.59
1155,Andhra Sugars,94.58,103.71,1281.89,8.61,12.67,0.78,-0.28,2.51,1.96,6.53,9.37,0.98,6.45,-45.05,-26.79,3.54
1156,Sheela Foam,523.25,294.3,5713.83,8.55,60.42,1.85,-1.78,2.02,1.12,5.72,9.03,6.27,10.14,-33.95,-20.48,3.52
1157,Rel. Indl. Infra,770.85,143.53,1163.98,-16.97,93.95,2.46,23.43,2.65,2.32,2.72,2.54,-12.61,-3.51,4.01,5.13,3.45
1158,Meghmani Organi.,52.51,83.97,1335.4,9.86,32.96,0.87,,-0.8,-0.4,2.22,8.23,-5.93,24.35,,,3.39
1159,National High,160.05,159.18,30999.29,82.79,73.8,1.44,1.08,1.79,0.9,2.45,,154.41,,68.15,,3.38
1160,Ashiana Housing,334.75,85.66,3365.07,12.25,28.7,4.26,0.27,2.74,0.71,5.6,3.14,33.6,11.73,105.6,26.8,3.33
1161,Embassy Develop,47.7,,6633.32,-9.1,,0.65,,2.53,0.62,-9.83,-6.2,14.7,-7.79,39.43,-7.08,3.19
1162,Navkar Corporat.,99.46,45.66,1497.06,17.19,49.65,0.76,-1.82,1.55,1.38,-0.2,1.39,15.9,0.45,-27.27,12.16,3.05
1163,Netwrk.18 Media,34.2,16.59,5273.64,2.06,143.7,1.07,4.16,0.76,0.43,-2.19,-1.56,-30.15,-14.73,34.54,2.59,3.02
1164,Hinduja Global,409.25,361.11,1903.84,4.89,,0.24,,1.6,0.91,1.98,22.78,1.01,-2.45,-72.93,-10.76,3.01
1165,Capillary Tech.,561.15,,4459.57,10.86,416,,14.15,2.56,1.66,-14.63,-23.22,38.94,,29.4,,2.88
1166,Raymond Lifestyl,779.7,332.83,4750.22,8.38,48.85,0.49,,0.67,0.48,,,,,,,2.87
1167,Sterlite Tech.,266.45,,13006.29,11.6,1083.86,6.33,,-6.28,-1.84,-0.89,2.87,-9.76,-4.96,,,2.86
1168,PVR Inox,1004.15,394.38,9860.75,29.8,175.46,1.39,14.57,-4.18,-1.83,-3.66,-8.83,63.21,11.1,12.04,,2.72
1169,Bombay Dyeing,111.45,27.79,2301.83,-4.71,124.36,0.97,4.34,1.37,1.05,,,-7.08,-3.26,28.64,-38.43,2.61
1170,Inox Green,176.51,30.6,7086.74,13.1,88.39,3.27,2.98,1.02,0.82,-0.85,-6.65,11.01,7.34,29.66,18.14,2.6
1171,Blue Pearl Agri,28.89,0.33,1740.8,1.05,3552.65,28.53,15.86,2.12,2.06,,,452.05,173.71,223.96,,2.57
1172,Hathway Cable,11.02,9.69,1950.66,14.98,23.7,0.44,2.51,1.86,1.6,1.89,2.17,4.97,4.42,9.46,-16.64,2.54
1173,Max Estates,393,159,6423.6,18.96,184.32,2.77,2.03,2.01,0.39,0.95,,32.31,,91,,2.54
1174,Sar Auto Prod.,2290,10.96,1091.13,14.11,9092.75,62.1,-410.51,2.46,1.18,4.34,4.45,9.4,15.56,-22.15,7.69,2.52
1175,Nazara Technolo.,270.09,93.63,10005.89,-2.25,,2.95,,2.9,1.27,3.2,3.06,37.72,45.68,36.48,101.52,2.5
1176,Delhivery,449.7,70.45,33668.78,5.45,186.97,3.53,6.49,1.52,1.2,-4.42,-7.69,9.08,26.29,28.8,19.71,2.47
1177,Apex Frozen Food,459.05,121.54,1434.53,4.89,46.08,2.82,-0.84,0.76,0.6,3.65,5.94,-4.23,-0.33,-54.93,-42.66,2.43
1178,Dishman Carbogen,169.01,196.96,2649.79,19.86,20.09,0.42,,-0.32,-0.19,-1.04,-1.05,8.2,5.82,,,2.42
1179,Urban Company,142.42,,21963.74,-9.46,,9.03,,15.52,12.43,-3.85,-16.04,37.78,39.24,34.98,27.58,2.37
1180,Tsf Investments,397.85,256.16,8836.4,24.85,18.84,1.5,0.52,7.93,7.64,9.34,8.21,22.24,10.7,36.18,39.46,2.27
1181,Prism Johnson,134.3,30.05,6760.12,8.83,924.78,4.63,,-4,-1.28,-4.51,1.26,5.05,4.18,,,2.22
1182,Mahindra Life.,317.9,423.21,6782.16,-25.66,24.99,1.98,-1.47,2.19,0.73,2.86,1.78,-1.84,-9.43,-16.99,21.57,2.2
1183,Asian Granito,74.15,36.03,2198.36,7.27,42.54,1.19,-1.87,2.1,1.03,-1.54,1.21,-0.11,4.94,-22.8,-8.07,2.17
1184,Shipping Land,44.47,,2071.41,-109.92,,0.69,,-6.09,-5.41,-1.35,,,,,,2.09
1185,Elcid Investment,124300,364081.85,2486,96.16,19.09,0.23,1.26,1.47,1.33,1.2,1.09,16.14,22.19,15.21,15.89,1.98
1186,Anzen IYEP Trust,123.5,,3158.13,85.08,,1.67,,-1.65,-0.84,-2.23,,,,,,1.88
1187,Aurum Proptech,180.54,42.91,1299.2,22.12,,2.57,,-2.68,-1.43,-12,-11.92,44.29,109.2,17.95,,1.84
1188,Chemplast Sanmar,236.1,,3732.97,0.98,,1.91,,-5.93,-1.78,-1.39,8.99,-9.65,28.15,,,1.83
1189,Pilani Invest.,4728,455.27,5234.96,88.19,4326.41,0.31,-203.88,0.64,0.55,1.3,1.41,5.82,19.39,-21.22,-10.86,1.75
1190,City Pulse Multi,2473.75,128.35,3695.77,85.25,1838.69,28.3,24.25,1.48,1.4,0.52,-0.34,81.5,-2.81,75.83,68.04,1.66
1191,Raymond,434.2,4452.95,2890.63,9.3,15.24,0.89,0.09,182.49,73.44,92.78,65.73,-31.95,-21.38,175.98,114.41,1.64
1192,India Cements,407.7,,12634.51,8.84,158.53,1.25,5.12,0.78,0.59,-3.75,-3.2,-7.18,-0.11,30.99,-17.73,1.62
1193,Jyoti Structures,12.48,11.96,1489.69,6.31,29.9,2.93,0.72,13.27,1.33,,,384.03,97.88,41.57,15.04,1.61
1194,Tata Inv.Corpn.,704.15,471.67,35626.68,89.42,82.15,1.22,4.14,1.44,1.29,1.32,1.31,12.72,19.48,19.86,23.01,1.57
1195,Rajesh Exports,126.81,391.95,3744.19,0.04,22.29,0.23,-0.41,0.61,0.37,4.23,5.57,20.28,16.68,-54.54,-39.86,1.47
1196,Windsor Machines,280.46,,2463.06,6.21,,3.35,,-2.38,-2.83,-1.45,-0.14,-0.04,5.43,,,1.46
1197,Jaykay Enter.,160.12,85.52,2086.16,13.29,60.88,4.38,,-0.02,-0.01,0.21,3.54,96.06,204.11,,13.57,1.33
1198,Summit Securitie,1624.9,5345.16,1771.43,89.85,14.37,0.16,0.88,0.85,0.74,0.9,0.88,17.08,7.77,16.25,2.08,1.21
1199,Tatva Chintan,1269.9,253.11,2970.56,15.43,90.65,3.94,-1.49,0.78,0.69,4.57,10.05,-4.08,7.77,-60.88,-31.41,1.2
1200,Bajaj Hindusthan,19.04,,4551.83,5.2,,0.64,,-0.54,-0.16,-2,-4.7,-0.01,-3.52,24.08,8.82,1.15
1201,Kalyani Invest.,4744.5,7808.23,2073.35,57.15,48.06,0.23,6.19,0.84,0.79,0.94,0.99,36.55,13.25,7.76,8.29,1.15
1202,Aequs,186.23,,12489.81,8.6,,,,-11.22,-3.37,-14.88,,,,,,1.11
1203,Fischer Medical,37.13,18.38,2430.22,17.11,61.42,6.69,,0.7,0.44,,,,,,,1.08
1204,Mah. Scooters,12368,10800.21,14134.85,98.65,45.51,0.51,2.72,1.06,0.95,0.84,0.84,12.95,59.38,16.72,104.23,1.06
1205,Kalpat.,325.1,,6694.26,-5,,1.68,,1.23,0.16,-7.26,-7.14,30.93,10.32,29.35,20.1,1.06
1206,JSW Holdings,12904,16445.31,14323.44,91.6,98.94,0.43,11.12,0.69,0.61,0.97,0.94,10.05,15.44,8.9,12.97,0.82
1207,LKP Finance,204.05,11.96,1567.27,22.27,76.45,4.52,-1.44,1.07,0.89,7.92,12.01,-38.55,-6.02,-53.19,16.7,0.81
1208,Ind-Swift Labs.,137.4,440.82,1193.13,0.01,25.2,0.86,2.33,0.18,0.12,8.93,5.85,-18.53,-6.35,10.83,15.81,0.78
1209,Texmaco Infrast.,96.06,28.47,1224.06,-40.8,106.81,0.85,,-0.51,-0.44,0.04,0.22,-6,-3.31,,6.07,0.53
1210,Nalwa Sons Invst,5654.9,8967.18,2906.62,40.3,124.16,0.18,-11.37,0.32,0.27,0.59,0.69,8.77,16.26,-10.92,18.96,0.44
1211,Oricon Enterpris,64.37,35.1,1010.92,-44.21,34.1,0.8,0.29,11.19,9.8,4.76,2.62,-30.09,-28,116.33,44.07,0.37
1212,Thirumalai Chem.,195.81,,2360.54,-1.67,,1.54,,-4.13,-1.34,0.09,7.85,0.85,13.57,,,0.26
1213,Sundrop Brands,663.55,,2501.37,2.56,63.81,1.73,3.82,3.75,3.08,3.12,4.07,-0.65,1.47,16.7,2.79,0.22
1214,Simplex Infra,215.79,93,1706.8,4.78,31.9,1.82,1.26,-4.4,-0.23,-52.48,-44.06,-19.3,-23.2,25.33,14.29,-0.05
1215,Dhenu Buildcon,9.23,,5476.89,80.36,4149.16,1744.23,,-14.34,-0.08,-9.43,-11.72,,,,8.95,-0.08
1216,A B Real Estate,1413.7,,15790.42,-33.01,,4.18,,-2.45,-0.68,1.25,1.5,-33.43,-18.66,,,-0.16
1217,Grand Oak Canyon,30,3.52,1556.65,-22.73,324.98,1.79,,-1.17,-0.22,,,,,,,-0.22
1218,Dredging Corpn.,940.9,,2634.52,15.21,,2.32,,-3.67,-1.81,-5.47,-5.87,12.55,8.78,,,-0.31
1219,Gujarat Alkalies,769.45,,5650.84,8.5,,1.01,,-1.13,-0.83,0.59,2.91,2.71,8.37,,,-0.34
1220,Prabha Energy,161.41,,2262.04,-40.49,,6.89,,-0.33,-0.23,0.01,,,,,,-0.35
1221,Brainbees Solut.,244.58,,12768.3,2.5,,2.68,,-4.07,-2.79,-8.63,-4.59,47.2,56.57,,2.94,-0.4
1222,Indoco Remedies,206.34,,1904.59,5.19,,1.94,,-7.02,-3.46,5.12,8.73,2.62,8.51,,,-0.49
1223,Pine Labs,195.84,,22487.84,9.6,,6.06,,-3.31,-1.12,-7.02,-6.16,34.61,21.82,,,-0.49
1224,E2E Networks,2902.9,,5967.34,51.41,,3.54,,-0.95,-0.63,2.12,2.69,54.8,47.4,,,-0.51
1225,Guj.Nat.Resour.,97.85,7.98,1256.42,24.57,173.3,6.94,66.15,-2.87,-2.26,-3.28,-3.5,33.7,13.36,2.62,-20.31,-0.56
1226,Hemisphere Prop,125.49,,3576.47,-1050,,8.13,,-1.99,-0.69,-2.15,-2.54,,,14.32,,-0.73
1227,Haryana Fin. Co.,63.48,5.8,1318.21,59.54,162.74,5.88,,-1.24,-1.08,-0.23,1.99,-55.37,-0.48,,,-1.23
1228,ITI,298.19,,28720.44,-0.44,,19.79,,-16.15,-2.68,-19.43,-9.69,24.8,11.93,,,-1.33
1229,Balaji Telefilms,101.14,46.59,1232.92,-29.5,20.96,1.87,0.55,15.8,11.05,4.25,-8.01,10.39,-4.61,38.38,28.2,-1.35
1230,Prataap Snacks,992.4,,2372.19,3.88,,3.41,,-1.22,-0.88,3.16,3.2,6.93,6.85,,,-1.35
1231,Valor Estate,103.72,106.58,5625.84,3.92,102.92,1.39,5.87,-2.54,-1.33,4.6,-1.4,72.84,46.28,17.53,11.01,-1.38
1232,Swan Corp,328.7,,10303.33,1.63,,1.39,,-4.47,-2.73,-0.52,-1.98,116.41,70.69,-58.22,,-1.44
1233,V I P Inds.,299.3,,4251.61,-7.94,,9.17,,-12.1,-3.99,6.84,2.96,19.1,4.91,,,-1.5
1234,Wakefit Innovati,142.09,,4688.5,4.7,,,,-8.2,-4.25,-14.37,-18.16,26.27,,17.17,,-1.53
1235,Physicswallah,109.22,,31233.56,6.89,,22.35,,,-3.35,,,131.38,,,,-2.12
1236,Sumeet Industrie,29.99,7.45,1578.45,4.87,52.77,7.78,,,-1.34,,,3.94,7.25,,14.37,-2.14
1237,Sagar Cements,184.33,,2409.33,9.81,,1.43,,-10.29,-4.65,-4.47,0.17,12.24,13.95,,,-2.19
1238,63 Moons Tech.,682.7,,3145.78,-292.09,,0.9,,-1.47,-1.93,1.32,0.45,-33.65,-26.05,-8.23,1.07,-2.31
1239,Sundaram Clayton,1488.6,,3281.79,4.69,,3.75,,-19.4,-5.28,-17.2,-17.91,10.11,,-46.72,,-2.39
1240,BirlaNu Ltd,1407.9,,1061.68,1.08,,0.9,,-7.25,-3.15,1.13,9,0.89,7.19,,,-2.58
1241,Aditya Bir. Fas.,61.79,,7541.53,8.46,,1.21,,-10.93,-3.76,-11.01,-12.88,-3.32,-3.51,,,-2.87
1242,Fusion Finance,176.85,,2853.82,15.79,,1.49,,-54.53,-12.2,-4.99,-2.9,26.31,26.35,,,-2.96
1243,Restaurant Brand,63.43,,3697.18,11.15,,4.6,,-28.17,-7.55,-26.99,-34.77,19.62,,-8.58,,-3.01
1244,Alok Industries,13.52,,6713.01,0.75,,,,,-11.74,,,-19,-0.7,4.51,11.56,-3.25
1245,Spandana Sphoort,218.29,,1745.38,-82.52,,0.85,,-30.97,-9.17,-5.06,-2.01,16.58,9.12,,,-3.87
1246,Sanghi Industrie,49.88,,1288.53,9.6,,3.06,,-46.07,-10.78,-30.51,-14.3,-4.99,1.77,,,-3.91
1247,Borosil Renew.,511.25,,7167.15,21.46,75.31,8.02,,-8.9,-6.63,-3.35,,,,,,-4.41
1248,Panacea Biotec,368.55,,2257.4,-5.63,,2.73,,-4.92,-3.4,-6.36,,-5.44,0.55,21.43,11.74,-4.57
1249,TARC Ltd,137.41,,4054.92,-193.9,,3.75,,-19.95,-6.03,-7.36,-7.49,-48.77,-24.5,0.78,,-4.83
1250,Kalind,100.07,13.22,1219.75,45.67,70.79,9.86,,-1.88,-1.58,6.91,,,,,,-5.26
1251,Ramco Systems,419.15,72.48,1570.2,23.09,36.01,4.84,2.35,-10.87,-5.09,-37.34,-19.71,3.65,0.78,15.35,,-5.4
1252,Swan Defence,1819.2,,9583.94,-135.51,,39.12,,-46.31,-6.35,,,3.61,-37.8,24.17,13.63,-5.76
1253,Exicom Tele-Sys.,117.05,,1627.93,-11.66,,2.19,,-16.48,-8.21,-2.69,-1.57,0.97,,,,-5.94
1254,M T N L,30.61,,1928.43,-50.7,,,,,-31.75,,,-15.31,-15.53,-10.47,1.87,-6.76
1255,Andrew Yule & Co,25.25,3.6,1234.6,-29.32,120.45,3.42,,-7.96,-3.69,-6.36,-2.24,-9.13,0.77,,-2.76,-6.83
1256,Quadrant Future,310.25,,1241,-20.87,,4.6,,-11.43,-7.19,2.5,4.81,12.95,,,,-7.01
1257,NACL Industries,154.2,,3611.03,1.09,,8.13,,-25.75,-7.84,-5.45,1.71,-8.91,4,,,-7.8
1258,Walchan. Inds.,219.19,,1487.03,-15.81,,4.27,,-25.26,-10.61,-25.44,-26.05,-4.67,-2.76,-22.53,-19.34,-8.33
1259,KIOCL,399.65,,24288.77,-14.62,,14.64,,-11.27,-8.58,-6.62,2.31,-41.87,-21.15,,,-9.48
1260,Ideaforge Tech,515.3,,2231.21,-74.71,,3.92,,-10.27,-9.22,0.65,2.47,0.37,63.03,,,-9.69
1261,Neueon Corporation,18.58,,1050.6,-20.2,,1.25,,,-7.43,,,325.7,12.93,1.4,9.75,-10.37
1262,Amagi Media Labs,377.3,,8162.47,-7.79,,,,-15.48,-5.7,-43.22,-97.29,39.21,,24.46,,-10.42
1263,Kothari Indl,198.85,,2148.01,-16.29,,7.91,,-17.17,-12.86,,,109.22,37.5,-10.13,,-12.59
1264,Astec Lifescienc,720.8,,1606.1,-2,,3.88,,-45.29,-14.73,-14.28,-0.16,-17.4,-6.11,,,-12.86
1265,Veranda Learning,161.06,322.03,1548.91,29.19,59.23,1.81,,-78,-14.4,-51.67,,84.44,,,,-12.96
1266,NMDC Steel,40.96,,12003.76,3.35,,0.92,,-16.6,-8.21,-8.26,-6.08,,,,,-12.97
1267,One Mobikwik,202.22,,1592.08,-9.72,,3.04,,-32.41,-10.99,-27.05,,30.5,,1.64,,-14.6
1268,Tejas Networks,411,,7305.19,-61.8,,2.49,,-26.82,-9.15,-4.01,-3.58,6.26,15.94,,,-14.64
1269,Zota Health Care,1292.2,,4475.22,2.6,,13.82,,-35.96,-17,-23.56,-14.66,30.75,25.23,,,-16.98
1270,Dec.Gold Mines,119.1,,2357.01,-1215.79,,11.52,,-14.19,-11.77,-19.38,-17.47,357.09,,,,-21.11
1271,Ashika Credit,395.2,,1767.53,-1394.81,,2.86,,-20.26,-19.13,,,,,,,-22.15
1272,BGR Energy Sys.,308.27,,2224.52,-171.54,,,,,-21.4,,,-28.17,-30,,,-25.01
1273,Ola Electric,35.79,,15786.36,-54.1,,3.64,,-107.52,-23.94,,,129.5,,,,-28.09
1274,Orissa Minerals,3984.2,,2390.52,-24.76,,,,,-9.03,,,-7.89,,,8.16,-38.52
1275,Nitco,87.93,12.48,2014.62,4.91,53.35,6.67,,,-33.97,,,-8.52,-7.35,,,-42.87
1276,Unitech,4.76,,1245.36,109.65,,,,,-12,,,-15.52,-28.46,,,-47.93
1277,Omaxe,83.14,,1520.64,-41.49,,,,-505.55,-4.84,-76.26,-38.93,36.2,6.84,,,-61.38
1278,Ather Energy,883,,33790.04,-16.11,,12.39,,-156.5,-40.47,-168.87,-147.48,76.73,129.65,,,-65.71
1279,Suven Life Scie.,202.05,,5328.47,-3927.72,,16.34,,-87.22,-78.9,-54.63,-62.19,-17.45,-12,-11.87,-24.19,-86.96
1280,SPARC,139.28,,4519.94,-430.96,,,,,-84.66,,,-19.44,-1.35,-30.04,-1.73,-297.83
1281,Citurgia Biochem,90,,1188.86,,,,,,-3.85,,,,,-1.7,-1.02,-2150
1282,GTL Infra.,1.2,,1537.09,24.19,,,,,-20.85,,,-2.78,-1.05,-3.44,2.65,
1283,Diamond Power,161.72,,8522.18,10.32,80.99,,,,2.09,,,,,,,
1284,HMT,62.76,,2231.76,-131.67,,,,,-24.56,,,-6.79,-11.38,,,
1285,Indiabulls,16.55,,3846.85,23.47,134.04,1.37,8.81,,-196.68,,,,,15.22,9.53,
1286,KS Smart Technlogies,244,,4003.31,4.84,198.68,,,,,,,,,,,
1287,Elitecon Inter.,39.2,,6266.12,8.47,19.55,18.13,,43.47,,,,,,,,
1288,The Anup Enginee,2108.8,912.19,4224.24,22.19,36.25,6.64,1.57,18.89,,,,36.48,24.45,23.06,22.18,
1289,Synthiko Foils,1381.05,,1999.6,2.55,8331.67,,,,,,,,,,,
1290,GHV Infra,269.15,,1939.9,13.48,67.5,38797.97,,,,,,,,,,
1291,Sanghvi Movers,301.92,579.43,2613.9,37.77,14.9,2.16,0.2,11.53,,,,32.63,,73.58,,
1292,Lloyds Engineeri,57.43,,8032.3,15.68,49.8,5.63,,15.92,,,,,,,,
1293,Spice LoungeFood,25.51,,1778.36,4.98,1631.52,16.02,,5.2,,,,,,,,
1294,Capital Infra,70.03,,2513.95,12.38,,1.81,,-1.62,,,,,,,,
1295,Midwest Gold,4069.85,,5279.49,-533.33,,61,,-6.24,,,,,,,,
1296,Mobavenue AI Tech,1139.85,,1762.16,20.71,80.46,69.76,,5.09,,,,,,,,
1297,Monolithisch Ind,475.45,,1033.44,21.38,52.35,8.87,,41.16,,,,,,,,
1298,A B Lifestyle,105.16,,12835.01,15.93,72.65,9.8,,9.78,,,,,,,,
1299,Digitide Solutio,92.88,,1384.02,11.19,42.57,1.64,,15.62,,,,,,,,
1300,Emkay Tools,940,,1003.1,52.6,20.51,9.53,,53.24,,,,,,,,
1301,Anondita Medi.,1189.9,,2152.13,33.37,93.73,19.81,,41.72,,,,,,,,
1302,TVS Infra. Trust,115,,2267.8,77.69,139.21,1.18,,,,,,,,,,
1303,SKF India Indus.,2263.2,,11188.8,,,,,,,,,,,,,
1304,Ugro Capital,106.9,,1660.03,61.13,9.5,0.57,,6.02,,,,,,,,
1305,Kwality Wall's,27.19,,6388.54,,,,,-1.01,,,,,,,,
1306,RaajMarg Infra,110.51,,6630.6,,,,,,,,,,,,,
